,recipe_id,recipeName,course,cuisine,ingredients
113,109,Tawa Pulao,[],[Indian],"[basmati rice, cumin seed, onions, garlic paste, green chilies, carrots, large tomato, green peas, masala, ground turmeric, chili powder, cilantro leaves, salt, oil, lemon slices]"
114,110,Chicken Tikka Masala,[Main Dishes],[Indian],"[tomato purée, plain yogurt, white onion, extra-virgin olive oil, fresh ginger, garlic, garam masala, salt, ground cumin, paprika, black pepper, cayenne pepper, ground cinnamon, boneless chicken skinless thigh, jalapeno chilies, seeds, bay leaf, corn starch, heavy cream, basmati rice]"
115,111,Indian-Style Lamb Shanks,[Main Dishes],[Indian],"[garam masala, sugar, salt, pepper, lamb shanks, vegetable oil, crushed tomatoes, mango chutney, water, garlic]"
116,112,Roti Bread from India,[Breads],[Indian],"[durum wheat flour, salt, water, vegetable oil]"
117,113,Indian Fudge,[Desserts],[Indian],"[butter, dry milk powder, ground cardamom, cashew nuts, pistachios, sweetened condensed milk]"
118,114,Indian Yellow Split Pea Dal,,[Indian],"[butter, garlic cloves, yellow split peas, water, tumeric, cinnamon, cumin seed, mustard seeds, black pepper, crushed red pepper flakes, salt]"
119,115,Easy & Amazing Vegan Indian Samosas,,[Indian],"[all-purpose flour, vegetable oil, potatoes, cilantro, onions, green chilies, oil, tumeric, red chili powder, crushed garlic, ginger, salt]"
120,116,"Middle Eastern Spicy Ground Beef with Baharat Seasoning, Mint, and Cilantro",[Main Dishes],[Indian],"[ground coriander, ground cumin, ground cardamom, ground caraway, ground turmeric, vegetable oil, minced onion, minced garlic, ginger root, extra lean ground beef, tomatoes, seasoning, chopped cilantro fresh, chopped fresh mint, quinoa, rice, couscous, fat free greek yogurt]"
121,117,Lemon Rice,[],"[Indian, Asian]","[vegetable oil, mustard seeds, fenugreek seeds, chana dal, black gram, red chili peppers, fresh ginger, ground turmeric, roasted peanuts, curry leaves, salt, lemon juice, basmati rice]"
122,118,"Goan Curried Braised Beef With Coconut Milk, Vinegar and Potatoes",[Main Dishes],[Indian],"[chuck, paprika, cayenne pepper, ground turmeric, potatoes, vegetable oil, purple onion, cardamom, bay leaves, cinnamon sticks, ground cumin, ground coriander, coconut milk, diced tomatoes, cider vinegar, salt, chopped cilantro, shredded carrots, bell pepper, cashew nuts, plain yogurt, ghee, mustard seeds]"
123,119,Chickpea Curry with Quinoa,[Main Dishes],[Indian],"[coconut oil, onions, garlic, fresh ginger, tumeric, coriander, cumin, cardamom, tomatoes, carrots, chickpeas, water, coconut milk, sea salt, cilantro leaves, quinoa]"
124,120,Indian Mango Mania Lassi,[Beverages],[Indian],"[low-fat yogurt, mango, sugar, cold water, crushed ice]"
125,121,Red Lentils and Spinach in Masala Sauce,[],[Indian],"[masala, cumin seed, coriander seeds, ginger, red pepper flakes, smoked paprika, marsala wine, salt, peanut oil, tomato paste, cilantro leaves, lentils, coconut oil, purple onion, garlic, stewed tomatoes, coconut milk, red lentils, spinach]"
126,122,"Panchratani Daal, Five-Lentils Medley",[Main Dishes],[Indian],"[lentils, daal, bengal gram, mung beans, pigeon peas, black beans, masala, onions, garlic, ginger, tumeric, chili powder, clove, cinnamon, seeds, salt, tomatoes, green chilies, coriander, olive oil, cumin seed, red chili peppers]"
127,123,MAKKAN PEDA - A DELICIOUS DIWALI SWEETS,[Desserts],[Indian],"[milk, all-purpose flour, baking soda, yoghurt, sugar, water, cardamom, almonds, cashew nuts, pistachio nuts, ghee, oil]"
128,124,Kichadi,[Main Dishes],[Indian],"[water, brown basmati rice, red lentils, ground cumin, ground coriander, red pepper flakes, ground turmeric, cardamom seeds, ground cloves, yellow onion, minced garlic, minced ginger, yukon gold potatoes, yams, celery, green peas, curly kale, walnuts]"
129,125,Curried Red Lentil Sweet Potato Stew,[Main Dishes],[Indian],"[coconut oil, yellow onion, carrots, garlic cloves, fresh ginger, sweet potatoes, curry powder, ground cardamom, red lentils, vegetable broth, green beans, frozen peas, baby spinach, lime, lemon, red pepper flakes, fresh cilantro, greek yogurt, extra-virgin olive oil, fresh lemon juice, freshly ground black pepper, sea salt]"
130,126,Green Coconut Fish Curry,[Main Dishes],"[Indian, Asian]","[vegetable oil, brown mustard seeds, clove, green cardamom pods, cinnamon sticks, onions, fresh ginger, large garlic cloves, ground coriander, coconut milk, green chilies, salt, water, curry leaves, ground black pepper, garam masala, salmon, lemon juice, cilantro leaves]"
131,127,Warm Spiced Beef Curry with Rice,[Main Dishes],[Indian],"[stewing beef, vegetable oil, onions, clove, large garlic cloves, cinnamon sticks, bay leaf, crushed red pepper, coconut milk, tomatoes with juice, chutney, fresh lemon juice, peeled fresh ginger, mild curry powder, salt, cooked rice]"
132,128,Indian Rogan Josh,[Main Dishes],"[Indian, Asian]","[garlic, ginger, vegetable oil, beef broth, black cardamom pods, lamb, clove, bay leaves, cinnamon sticks, peppercorns, coriander, onions, paprika, cumin, salt, cayenne pepper, garam masala, plain yogurt, black pepper]"
133,129,Indian Masala Chai,[Beverages],[Indian],"[cinnamon sticks, water, clove, cardamom pods, milk, granulated sugar, ground ginger, ground black pepper, black tea]"
134,130,Weeknight Tikka Masala,[Main Dishes],[Indian],"[oil, onions, garlic, chicken pieces, smoked paprika, garam masala, ground cumin, chili powder, chopped tomatoes, cream, salt, black pepper, fresh coriander, rice]"
135,131,Achari Gobhi,,[Indian],"[cauliflower, onions, fenugreek seeds, mustard seeds, cumin seed, nigella seeds, fennel seeds, asafoetida, ground cumin, coriander powder, ground turmeric, red chili powder, green chilies, garlic paste, yoghurt, salt, mustard oil, cilantro leaves]"
136,132,Indian Cauliflower Curry,,[Indian],"[cauliflower, ginger purée, red chili powder, green chilies, ground turmeric, ground cumin, chopped cilantro, garam masala, ground coriander, salt, lemon juice]"
137,133,Beef Masala Curry,[Main Dishes],[Indian],"[stewing beef, onions, garlic cloves, crushed tomatoes, fresh cilantro, salt, ground black pepper, tumeric, garam masala, cumin, coriander, cayenne pepper, smoked paprika, lemon zest, brown sugar, oil, beef stock]"
138,134,Crispy Indian Okra,[Side Dishes],[Indian],"[baby okra, ghee, cumin seed, onions, chiles, ginger, garlic, ground turmeric, salt]"
139,135,Best Ever Bombay Potatoes,[Side Dishes],[Indian],"[salt, large potatoes, ginger root, garlic cloves, tomatoes, vegetable oil, cumin seed, mustard seeds, onions, tumeric, ground coriander, ground cumin, garam masala, chili powder, cilantro leaves]"
140,136,Indian Lamb Curry,[Main Dishes],[Indian],"[oil, lamb shoulder, garlic cloves, onions, curry powder, fresh ginger, vinegar, salt, red chili peppers, tomatoes, garam masala, chopped fresh mint, fresh coriander]"
141,137,"Palak Chole (Indian Spinach and Chickpea Curry) [Vegan, Gluten-Free]",[Main Dishes],[Indian],"[onions, green chilies, garlic cloves, ginger, oil, cumin seed, cardamom pods, bay leaf, chopped tomatoes, coriander, garam masala, tumeric, cinnamon, spinach, chickpeas, water]"
142,138,"Spicy Tandoori Chicken, Indian Mexican Fusion",[Main Dishes],[Indian],"[chicken drumsticks, yoghurt, El Yucateco Hot Sauce, lemon, Mexican oregano, cilantro, ground cumin, coriander powder, clove, ground turmeric, ground cinnamon, onions, minced garlic, salt, pepper, nutmeg, garlic, fenugreek leaves]"
143,139,Tandoori Fish,[Main Dishes],[Indian],"[fish fillets, plain yogurt, tomato purée, tandoori spices, garlic, ginger, food colouring, green chilies, oil, salt]"
144,140,Tamarind rice/Puliyodharai/Pulihora,,[Indian],"[oil, red chili peppers, bengal gram, black gram, fenugreek seeds, coriander seeds, asafoetida, curry leaves, tamarind juice, green chilies, tumeric, salt, sugar, spices, mustard seeds, cashew nuts, peanuts, cooked rice, tamarind paste]"
145,141,Indian Dhal (Lentil Puree),[],[Indian],"[ghee, red lentils, garlic, onions, ground turmeric, gingerroot, salt, water]"
146,142,Curried Rice with Shrimp,[Main Dishes],[Indian],"[olive oil, onions, carrots, garlic, curry powder, long grain white rice, kosher salt, pepper, large shrimp, fresh basil]"
147,143,Curried Sauteed Cauliflower,[Side Dishes],[Indian],"[cauliflower, peanut oil, cumin seed, purple onion, curry, salt, pepper, fresh cilantro, fresh lime]"
148,144,Katsu Curry Noodle Soup,[Soups],[Asian],"[medium curry powder, paprika, tumeric, hot chili powder, salt, ground coriander, ground cumin, fenugreek, mixed spice, onions, garlic cloves, vegetable oil, white sugar, carrots, all-purpose flour, curry powder, garam masala, honey, bay leaf, soy sauce, stock, plain flour, edamame beans, prawns, udon]"
149,145,Indian Fruit Lassi,[],[Indian],"[ice water, whole milk yoghurt, ground cardamom, cold milk, mango, rose water, toasted slivered almonds]"
150,146,Paneer Butter Masala – No Onion No Garlic Version,[],[Indian],"[paneer, tomatoes, green chilies, ginger, cashew nuts, milk, cinnamon, clove, bay leaf, red chili powder, ground turmeric, garam masala, kasuri methi, salt, oil]"
151,147,Chicken Biryani,[Main Dishes],[Indian],"[long-grain rice, water, salt, chicken, onions, yoghurt, ginger paste, garlic paste, Biryani Masala, red chili powder, tomatoes, green chilies, mint leaves, ghee, yellow food coloring, ground cardamom, nutmeg, cardamom, clove, pepper, lemon juice, kewra water]"
153,148,Indian Shrimp Vindaloo,[Main Dishes],[Indian],"[salt, ground turmeric, red pepper flakes, ground black pepper, ground cumin, ground coriander, ground cinnamon, dry mustard, ground cloves, ground ginger, cider vinegar, ground cardamom, onions, vegetable oil, tomatoes, garlic, fresh lemon juice, shrimp, cooked rice]"
154,149,Paneer Tikka Masala,,[Indian],"[paneer, curds, ginger, garlic, coriander powder, garam masala, ground paprika, chili powder, salt, onions, tomatoes, cumin seed, cinnamon sticks, garlic cloves, curry powder, sugar, cream, cilantro leaves, water]"
155,150,Indian Spiced Potato Wedges With Coriander Lime Yogurt,,[Indian],"[potatoes, oil, hot chili powder, ground cumin, ground coriander, ground turmeric, garam masala, salt, black pepper, greek yogurt, lime, fresh coriander]"
156,151,Hotel Saravana Bhavan Vegetable Kurma,[],[Indian],"[cashew nuts, water, white poppy seeds, grated coconut, potatoes, beans, carrots, green peas, chowchow, salt, ground turmeric, bay leaf, cardamom, clove, cinnamon, green chilies, chili powder, coriander powder, vegetable oil, ghee, onions, garlic paste, tomatoes, curds, milk, garam masala, cilantro leaves]"
157,152,Pumpkin Masala,,[Indian],"[pumpkin, onions, ginger, crushed garlic, jalapeno chilies, tomatoes, ground coriander, ground cumin, garam masala, tumeric, red chili powder, water, salt, oil]"
158,153,Eggplant Curry,[Main Dishes],[Indian],"[eggplant, ghee, onions, fresh ginger, garlic, fennel seeds, cumin seed, ground coriander, ground turmeric, chili powder, cayenne, sea salt, chopped tomatoes, fresh coriander, unsalted butter]"
159,154,Basmati Rice,[Side Dishes],[Indian],"[basmati rice, unsalted butter, water, salt]"
160,155,Kerala style Fish Molee/Moly,[],[Indian],"[fish, vinegar, lemon juice, pepper, ground turmeric, salt, onions, ginger, chopped garlic, green chilies, cardamom, clove, cinnamon, garam masala, coconut milk, curry leaves, oil, large tomato]"
161,156,Felicity Cloake’s perfect chana masala,[],[Indian],"[chickpeas, vegetable oil, cumin seed, onions, garlic cloves, ginger root, fresh coriander, green chilies, ground coriander, chili powder, ground turmeric, plum tomatoes, fine salt, garam masala, lemon juice]"
162,157,Indian Shrimps with Okra,,[Indian],"[shrimp, lemon juice, salt, okra, onions, vegetable oil, green chilies, seeds, garlic, chili powder, garam masala, ground cumin, coriander powder, ground turmeric, black pepper, chopped cilantro]"
164,158,Pakistani Style Chanay Ka Pulao (Chickpeas / Garbanzo Beans Pilaf),,[Indian],"[basmati rice, chickpeas, garbanzo beans, oil, onions, cumin seed, garlic paste, salt, red chili powder, black cardamom pods, clove, cinnamon sticks, yoghurt, anise seed, garam masala, water]"
165,159,30-Minute Vegan Chana Masala,[Main Dishes],[Indian],"[ground cumin, paprika, ground turmeric, ground coriander, garam masala, cayenne pepper, coconut oil, yellow onion, jalapeno chilies, garlic, ginger, whole peeled tomatoes, chickpeas, salt, lemon, fresh cilantro, greek yogurt]"
166,160,Chicken Chettinad – a chicken dish from Tamil Nadu,[Main Dishes],[Indian],"[chicken, curry leaf, onions, tomatoes, red chili powder, tumeric, poppy seeds, coriander seeds, fennel seeds, cumin seed, cinnamon, cardamom, whole cloves, dried red chile peppers, peppercorns, ginger, garlic, coconut, lemon juice, oil, salt]"
167,161,Spicy Indian Grilled Chicken,[Main Dishes],[Indian],"[paprika, black pepper, garam masala, cayenne pepper, oregano, ground cumin, garlic cloves, salt, lemon juice, vegetable oil, chicken pieces, yoghurt]"
168,162,Indian Basmati Rice Seasoned with Garam Masala,[Side Dishes],[Indian],"[onions, garlic, basmati rice, butter, salt, vegetable broth, garam masala]"
169,163,Indian Spiced Cauliflower and Potato,[Side Dishes],[Indian],"[cauliflower, potatoes, onions, butter, salt, garam masala, coriander, tumeric, chili powder]"
170,164,Tandoori Chicken Kebabs,[Main Dishes],[Indian],"[chicken tenderloin, sweet onion, lemon, minced garlic, olive oil, paprika, tumeric, garam masala, coriander, cayenne pepper, salt, 2% lowfat greek yogurt, fresh cilantro]"
171,165,High Chai,[Beverages],[Indian],"[garam masala, cinnamon, cardamom pods, clove, ginger, water]"
172,166,Crock Pot Butter Chicken,[Main Dishes],[Indian],"[butter, vegetable oil, onions, chicken breasts, garlic, ginger, salt, garam masala, curry powder, paprika, cinnamon, chicken stock, chopped tomatoes, tomato purée, sugar, cardamom pods, heavy cream, coriander]"
173,167,Lentil and Chick Pea Curry with Coconut Milk,[Main Dishes],[Indian],"[canola oil, onions, garlic, fresh ginger, carrots, curry paste, cayenne pepper, ground cumin, ground coriander, salt, crushed tomatoes, coconut milk, green lentil, chickpeas, honey, cauliflower florets, frozen peas, stock, cilantro, hot sauce, plain yogurt]"
174,168,Samosa Mashed Potatoes,[Side Dishes],[Indian],"[ghee, cumin seed, mustard seeds, purple onion, russet potatoes, garlic, jalapeno chilies, carrots, garam masala, mild curry powder, salt, ground ginger, white pepper, frozen peas, heavy cream, cilantro]"
175,169,Dahi Vada,[Appetizers],[Indian],"[urad dal, moong dal, ginger, green chilies, black pepper, salt, asafoetida, oil, curds, chutney, coriander, chili powder, ground cumin, chaat masala, cilantro leaves, pomegranate seeds]"
176,170,Indian Style Rice,[Side Dishes],"[Indian, Asian]","[long-grain rice, water, salt, clove, cardamom pods, cinnamon, vegetable oil, mustard seeds, cumin seed, chili flakes, onions, garlic cloves, tumeric]"
177,171,Easy Mixed Vegetable Curry,[Main Dishes],[Indian],"[olive oil, onions, garlic cloves, ginger, serrano peppers, garam masala, ground coriander, ground cumin, tumeric, black pepper, vegetable broth, crushed tomatoes, baking potatoes, cauliflower florets, carrots, fresh green bean, fresh cilantro, basmati rice, salt]"
178,172,Eggplant and Potato Curry,[Main Dishes],[Indian],"[oil, cumin seed, asafoetida, garlic, ginger, green chilies, onions, small tomatoes, eggplant, medium potatoes, ground turmeric, chili powder, amchur, garam masala, fenugreek leaves, salt, pepper, cilantro leaves]"
180,173,Scrambled Eggs With Spice-studded Rice,[Breakfast and Brunch],[Indian],"[ghee, shallots, large garlic cloves, green cardamom pods, black peppercorns, clove, fresh curry leaves, black mustard seeds, chili flakes, ground cumin, ground turmeric, basmati rice, salt, medium eggs, feta cheese, lime juice, coriander, spring onions, red pepper, freshly ground black pepper, new potatoes, olive oil, garlic cloves, cumin seed, hot smoked paprika, eggs, cream cheese, sourdough, baby spinach leaves, white bread, unsalted butter, goat cheese, dukkah]"
181,174,Rasgulla -Famous Bengali Sweet | Indian Sweet,[],[Indian],"[milk, lemon, sugar, cardamon, water, pistachio nuts]"
182,175,Indian Spiced Beef Kabobs,[],[Indian],"[beef sirloin, plain yogurt, ginger, garlic cloves, curry powder, garam masala, salt, cayenne]"
183,176,Plain Aloo Tikki,,[Indian],"[potatoes, garam masala, chillies, salt, cumin seed, ginger, fresh coriander]"
184,177,Indian Garbanzo Beans (Chole),[],[Indian],"[ghee, garbanzo beans, ginger, onions, tomatoes, garlic, tumeric, ground cumin, chili powder, coriander powder, garam masala, cilantro leaves, lemon slices]"
185,178,Indian Cardamom Lassi,[Beverages],[Indian],"[sugar, low-fat plain yogurt, ground cardamom, ice cubes]"
186,179,Bhindi Masala (North Indian Okra Stir-Fry),[Side Dishes],[Indian],"[canola oil, garlic, chile de arbol, purple onion, okra, garam masala, ground coriander, plum tomatoes, kosher salt]"
187,180,Fresh Mango Lassi,[Beverages],[Indian],"[low-fat plain yogurt, mango, sugar]"
188,181,Naan (Indian Flat Bread),[Breads],[Indian],"[baking powder, all-purpose flour, salt, baking soda, plain yogurt, eggs, milk, butter, poppy seeds]"
189,182,Easy Chicken Tikka Masala,[Main Dishes],[Indian],"[boneless chicken skinless thigh, plain yogurt, lime, cumin, olive oil, onions, garlic, ginger, diced tomatoes, garam masala, paprika, cayenne pepper, salt, pepper, chopped cilantro]"
190,183,Chicken Korma,[Main Dishes],[Indian],"[boneless skinless chicken breasts, ground black pepper, yoghurt natural low fat, sunflower oil, onions, garlic cloves, fresh ginger root, cardamom pods, ground cumin, ground coriander, ground turmeric, hot chili powder, bay leaf, clove, plain flour, saffron, caster sugar, fine sea salt, double cream, fresh coriander]"
191,184,Chettinad Chicken curry recipe-how to make chettinad chicken curry,[Main Dishes],[Indian],"[chicken, oil, mustard seeds, curry leaves, onions, garlic paste, clove, cinnamon, cumin seed, fennel, peppercorns, dried red chile peppers, coriander seeds, cashew nuts, yoghurt, salt, ground turmeric, tomatoes]"
192,185,Chicken Jalfrezi,[Main Dishes],[Indian],"[vegetable oil, green bell pepper, garam masala, boneless chicken thighs, ground cumin, canned chopped tomatoes, ground turmeric, chopped cilantro, onions, mustard seeds, garlic cloves, fresh ginger, red bell pepper, green chile]"
193,186,"- Naan,  Boiled rice",[Main Dishes],[Indian],"[paneer, potatoes, red chili powder, corn flour, garam masala, powdered milk, salt, oil, onions, ginger piece, garlic cloves, tomato purée, cashew nuts, ground turmeric, water, cream, kasuri methi, bay leaf, cinnamon, brown cardamom, green cardamom, mace, clove, cilantro leaves]"
194,187,ALOO JEERA,,[Indian],"[baby potatoes, russet potatoes, cumin seed, yoghurt, chili powder, coriander powder, chaat masala, cilantro leaves, salt]"
195,188,Dal Palak (Spinach Dal),[Side Dishes],[Indian],"[moong dal, onions, green chilies, garlic paste, lemon juice, garam masala, salt, oil, mustard seeds, cumin seed]"
196,189,Warm Indian Potato Salad,,[Indian],"[fingerling potatoes, reduced sodium chicken broth, garlic, salt, ground turmeric, chili powder, ground cumin, ground cinnamon, black pepper, greek yogurt, fresh ginger, fresh cilantro, lime wedges]"
197,190,Carrot Banana Curry,[],[Indian],"[carrots, fresh orange juice, salt, water, butter, bananas, raisins, cardamom pods, tumeric, cumin seed, yellow mustard seeds, cayenne pepper, Madras curry powder, corn starch]"
198,191,Perfect Dal,[Main Dishes],[Indian],"[moong dal, garlic, ginger root, tumeric, green chilies, ghee, shallots, cumin seed, mustard seeds, chillies, fresh coriander]"
199,192,Indian Sweet Bread,[Breads],[Indian],"[all-purpose flour, salt, water, white sugar, vegetable oil]"
200,193,Frizzled Onions,,[Indian],"[onions, vegetable oil, salt]"
201,194,Chicken Makhani (Indian Butter Chicken),[Main Dishes],"[Indian, Asian]","[peanut oil, shallots, white onion, butter, lemon juice, garlic paste, garam masala, chili powder, ground cumin, bay leaf, plain yogurt, half & half, tomato purée, cayenne pepper, salt, black pepper, boneless chicken skinless thigh, corn starch, water]"
202,195,Indian-Seasoned Vegetable Patties,[],[Indian],"[whole wheat breadcrumbs, new potatoes, green beans, carrots, garam masala, chili powder, ginger, amchur, salt, vegetable oil, cilantro]"
203,196,Hyderabadi Bagara Baingan,[],[Indian],"[eggplant, peanut oil, mustard seeds, fenugreek seeds, curry leaves, tamarind pulp, jaggery, ground turmeric, chili powder, salt, masala, onions, ginger, clove, grated coconut, peanuts, sesame seeds, poppy seeds, dried red chile peppers, coriander seeds]"
204,197,Perur Athama's Mutton Kuzhambu (Curry),[Main Dishes],[Indian],"[vegetable oil, curry leaves, shallots, red chili peppers, cinnamon, clove, coriander seeds, cumin seed, fennel seeds, tumeric, poppy seeds, oil, mutton, rock salt, cilantro leaves, garlic, ginger, coconut, coconut milk, cardamom, mustard seeds, urad dal]"
205,198,Mathura ke Dubki Wale Aloo,,[Indian],"[mustard oil, heeng, cumin seed, fennel seeds, methi, dried red chile peppers, boiling potatoes, green chilies, ground turmeric, red chili powder, garam masala, salt, maida flour, amchur, fresh coriander]"
206,199,West Indian Lamb Curry,[Main Dishes],[Indian],"[boneless lamb, curry powder, kosher salt, ground ginger, black pepper, white onion, scallions, garlic cloves, fresh ginger, allspice berries, thyme sprigs, extra-virgin olive oil, potatoes, carrots, pepper, cooked white rice, lime wedges, mango chutney, cilantro leaves]"
207,200,Vegetable Pakora,,[Indian],"[gram flour, onions, potatoes, salt, garam masala, tumeric, chillies, ginger, coriander, fenugreek leaves, cumin seed, chili powder, water, oil]"
208,201,Peanut Chicken Curry,[Main Dishes],[Indian],"[boneless skinless chicken breast halves, I Can't Believe It's Not Butter!® Spread, red bell pepper, onions, curry powder, garlic, yoghurt, skippi natur super chunk peanut butter spread, water]"
209,202,Butter Paneer (Paneer Makhani),,[Indian],"[cashew nuts, butter, oil, onions, ginger, garlic, green chilies, whole peeled tomatoes, garam masala, ground cumin, red chili powder, fenugreek seeds, sugar, salt, fenugreek leaves, paneer, cilantro]"
210,203,Nawabi Vegetable Pulao,[Main Dishes],"[Indian, Asian]","[rice, ghee, oil, florets, carrots, green beans, peas, soya chunks, onions, ginger, garlic, green chilies, bay leaf, clove, cardamom, brown cardamom, peppercorns, cinnamon, cumin seed, tumeric, red chile powder, coriander powder, cashew nuts, raisins, coriander]"
212,204,Chicken Tikka Tacos,[Main Dishes],[Indian],"[masala, chicken, raita, greek yogurt, english cucumber, purple onion, mint, ground cumin, kosher salt, cayenne pepper, chapati, whole wheat flour, vegetable oil, water, ghee, jalapeno chilies, cilantro, lime]"
213,205,Strawberry Lassi,"[Beverages, Lunch and Snacks]",[Indian],"[strawberries, ice cubes, buttermilk, coconut milk, sugar]"
214,206,Cauliflower Fritters With Mint Raita,[],[Indian],"[florets, gram flour, ground turmeric, ground coriander, chili powder, water, salt, spring onions, coriander, sunflower oil, cucumber, mint leaves, natural yogurt, pepper]"
216,207,Coconut Chutney,,[Indian],"[dry coconut, green chilies, cumin seed, coriander seeds, tamarind paste, chana dal, mustard seeds, red chili peppers, curry leaves, salt]"
217,208,Crockpot Curry Chicken,[Main Dishes],[Indian],"[skinless chicken breasts, tomato paste, coconut oil, full fat coconut milk, chicken broth, fresh ginger, garlic cloves, green chilies, onions, red bell pepper, garam masala, cumin seed, salt, pepper]"
218,209,Indian Dal,[],[Indian],"[chopped tomatoes, low sodium vegetable broth, red lentils, ginger, jalapeno chilies, fine sea salt, ground turmeric, chopped cilantro fresh, extra-virgin olive oil, garlic, ground cardamom, cumin seed, yellow onion]"
219,210,Matar Paneer,[Main Dishes],[Indian],"[paneer, onions, tomatoes, ginger, clove, green chilies, cumin seed, coriander powder, ground turmeric, red chili powder, garam masala, peas, salt, fresh coriander]"
220,211,Curried Split-pea Soup,[Soups],[Indian],"[coconut oil, onions, green chilies, garlic cloves, ginger, brown mustard seeds, tomatoes, Madras curry powder, vegetable stock, split peas, shredded coconut, lime juice, bawang goreng, coriander, yoghurt]"
221,212,Rajma Biryani (Red Kidney Beans Biryani),[],[Indian],"[rajma, basmati rice, tomatoes, garam masala, ground cardamom, clove, chili powder, curds, saffron, oil, salt, cumin seed, cilantro leaves]"
222,213,Slow Cooker Lamb Rogan Josh,[Main Dishes],[Indian],"[onions, sunflower oil, lamb neck fillets, garlic, fresh ginger, clove, bay leaves, cinnamon, coriander, tumeric, tomatoes, water, garam masala, salt, yoghurt]"
223,214,Keema (Indian-Style Ground Meat),[],[Indian],"[ground lamb, onions, garlic, garam masala, salt, tomato paste, beef broth]"
224,215,How To Make The Everyday Indian Flatbread - Roti/Chapati,[Breads],[Indian],"[atta, water, salt, oil, ghee]"
225,216,Mango Iced Tea,[Beverages],[Indian],"[Lipton Lemon Iced Tea Mix, water, mango]"
226,217,Indian Spicy-Sour Chickpeas With Cauliflower,[Side Dishes],[Indian],"[fresh ginger, lemon juice, vegetable oil, onions, jalapeno chilies, tomatoes, cumin, coriander, tumeric, cardamom, clove, salt, chickpeas, cauliflower florets, cilantro, water]"
227,218,Indian-Spiced Mixed Nuts,[Appetizers],[Indian],"[salted mixed nuts, unsalted butter, peeled fresh ginger, garam masala, ground cumin, cayenne pepper]"
228,219,Bhuna Qeema With Khara Masala (Minced Meat With Whole Spices),[Main Dishes],[Indian],"[minced beef, onions, garlic cloves, fresh ginger, red chili powder, salt, cumin seed, coriander seeds, cinnamon sticks, peppercorns, black cardamom pods, clove, yoghurt, red chili peppers, cilantro leaves, mint, green chilies]"
229,220,Indian Spiced Chickpeas,,[Indian],"[chickpeas, olive oil, curry powder, allspice, ground cloves, cayenne pepper, ground ginger, sea salt, cinnamon]"
