,recipe_id,recipeName,course,cuisine,ingredients
230,221,Curry Cauliflower Rice and Quinoa,[Side Dishes],"[Indian, Asian]","[cauliflower, coconut oil, carrots, diced onions, minced garlic, ginger, water, cooked quinoa, frozen peas, curry powder, cardamom, garam masala, tamari soy sauce, sea salt, cracked black pepper, red pepper flakes, chopped cilantro, sliced green onions]"
231,222,Curried Ground Turkey with Potatoes,[Main Dishes],[Indian],"[vegetable oil, meat, chopped onion, garlic cloves, red chili peppers, ginger, water, salt, garam masala, tumeric, cumin, ground coriander, yukon gold potatoes, plum tomatoes, frozen peas, chopped cilantro]"
232,223,Indian Chickpea Curry (Garbanzos),[],[Indian],"[onions, chickpeas, garlic cloves, fresh ginger, salt, curry powder, olive oil, medium tomatoes, water]"
233,224,INDIAN CHOLE,[],[Indian],"[chickpeas, garlic, onions, red bell pepper, diced tomatoes, ginger, coconut milk, cayenne pepper, coriander powder, tumeric, ground cardamom, ground cloves, vegetable oil, garam masala, mustard seeds, salt]"
235,225,DAL FRY,,[Indian],"[yellow lentils, onions, ginger, green chile, garlic cloves, tomatoes, ground turmeric, chili powder, garam masala, fenugreek leaves, cumin seed, butter, salt, cilantro leaves]"
238,226,Bengali Cholar Dal - Sweet and Spicy Lentils,[],[Indian],"[chana dal, cream of coconut, ghee, cumin seed, garlic, bay leaves, green chilies, red chili peppers, onions, tumeric, chopped garlic, ginger, garam masala, raisins, salt, sugar]"
239,227,South Indian Fish Curry Recipe-Recipe for Fish Curry,[Main Dishes],"[Indian, Asian]","[fish, rice, jeera, fenugreek seeds, chana dal, oil, green chilies, garlic paste, onions, tomatoes, grated coconut, red chili powder, ground turmeric, salt, curry leaves, tamarind pulp, cilantro leaves]"
240,228,Indian Aloo Gobi (Potato and Cauliflower Curry),[Side Dishes],[Indian],"[cauliflower, medium potatoes, black mustard seeds, oil, fenugreek seeds, cumin seed, onions, dried red chile peppers, ground turmeric, green chile, ground coriander, ground cumin, fresh coriander, salt]"
242,229,"Thakkali Dosa - 2, Tomato Dosa - 2",,[Indian],"[rice, chopped tomatoes, red chili powder, ground cumin, mustard seeds, cumin seed, black gram, asafoetida, curry leaves, coriander, salt]"
243,230,Malvani Sukha Mutton,[Main Dishes],[Asian],"[mutton, ground turmeric, asafoetida, ginger paste, garlic paste, onions, garam masala, coconut, red chili peppers, bay leaf, cinnamon sticks, oil]"
244,231,Indian-Style Spicy Yogurt Marinade,,[Indian],"[coarse sea salt, ground black pepper, nonfat yogurt plain, extra-virgin olive oil, garam masala, garlic, fresh ginger]"
245,232,Cucumber Raita,,[Indian],"[cucumber, yoghurt, garam masala, chili powder]"
246,233,Crockpot Butter Chicken,[Main Dishes],[Indian],"[oil, boneless chicken thighs, onions, garlic, tomato paste, curry powder, curry paste, cayenne, tandoori spices, garam masala, green cardamom pods, coconut milk, plain yogurt, salt, pepper, frozen peas]"
247,234,"Bread Uttapam, South Indian Snack",[],[Indian],"[white bread, coarse semolina, all-purpose flour, yoghurt, salt, cumin seed, bell pepper, tomatoes, green chilies, ginger, cilantro, oil]"
248,235,Paneer Makhani (Indian Cheese In Creamy Sauce),,[Indian],"[garam masala, chili powder, cumin seed, ground turmeric, sugar, salt, butter, paneer, tomatoes, cream, cilantro leaves, onions]"
249,236,Indian Chickpea Dip,[Appetizers],[Indian],"[chickpeas, light sour cream, chutney, yellow mustard, curry powder, salt, chopped cilantro]"
250,237,Lamb Saag – Lamb and Spinach Curry,[Main Dishes],[Indian],"[tomatoes, ginger, garlic, bay leaves, cardamom pods, cinnamon sticks, onions, green chilies, lamb, ground coriander, garam masala, frozen spinach, fresh coriander]"
251,238,Tandoori Chicken Recipe - Grilled Chicken With Spiced Yogurt Marinade,[Main Dishes],[Indian],"[chicken, plain yogurt, lemon, chili powder, ground cumin, coriander powder, garlic paste, garam masala, salt, fenugreek leaves, ground cinnamon]"
252,239,Zero Oil Chicken Tikka Masala,[Main Dishes],[Indian],"[boneless chicken skinless thigh, yoghurt, garlic paste, ginger paste, ground cumin, chili powder, hot chili powder, coriander powder, ground turmeric, garam masala, salt, tomatoes, onions, clove, green chilies, red chili peppers, cashew nuts, white poppy seeds, bay leaf, cinnamon sticks, cardamom, tomato ketchup, red chili powder, kasuri methi, cream]"
253,240,Mint Chutney,[Condiments and Sauces],[Indian],"[fresh cilantro, fresh mint, chile pepper, salt, onions, tamarind juice, water]"
254,241,Indian Yellow Dal,,[Indian],"[yellow split peas, water, diced tomatoes, oil, cumin seed, onions, garlic, ground coriander, tumeric, cayenne pepper, salt, butter, cilantro leaves]"
255,242,Easy Indian Naan Bread,[Breads],[Indian],"[all-purpose flour, salt, instant yeast, milk, plain greek yogurt, sugar, ground cardamom, ground turmeric, ghee]"
256,243,Saag Aloo,[Main Dishes],[Indian],"[potatoes, olive oil, onions, garlic cloves, ginger, cumin seed, black mustard seeds, ground cumin, ground coriander, tumeric, garam masala, chili powder, vegetable stock, spinach leaves, red chili peppers, lime]"
257,244,Kerala Spiced Peas,[],[Indian],"[ghee, cumin seed, mustard seeds, coriander, ground cardamom, thai chile, onions, frozen peas, fresh ginger, garlic cloves, salt, pepper, lemon, cilantro]"
258,245,Indian Curried Poached Eggs,[Breakfast and Brunch],[Indian],"[curry powder, ground coriander, ground turmeric, ground cumin, ground pepper, salt, buttered toast, eggs]"
259,246,Healthy Paneer Makhani,[],[Indian],"[tomatoes, onions, clove, green chilies, red chili peppers, cashew nuts, white poppy seeds, bay leaf, cinnamon sticks, cardamom, oil, butter, tomato ketchup, garam masala, kasuri methi, salt, yoghurt, paneer]"
260,247,"Punjabi Chole Recipe, Chana Masala",,[Indian],"[kabuli channa, oil, onions, tomatoes, ginger piece, garlic cloves, green chilies, salt, chili powder, ground turmeric, coriander powder, ground cumin, masala, cilantro leaves, cinnamon sticks, bay leaves]"
261,248,No Fry Indian Pakoras,[Appetizers],[Indian],"[chickpea flour, rice flour, green chilies, ginger, purple onion, oil, asafetida, chopped cilantro, salt, olive oil spray]"
262,249,Kara Kondakadalai Sundal (Chickpeas Masala Sundal),,[Indian],"[chickpeas, salt, red chili peppers, curry leaves, oil, mustard seeds, urad dal, coconut, coriander seeds, black peppercorns]"
263,250,Indian Chicken Tikka,[],[Indian],"[curry powder, boneless chicken skinless thigh, fresh ginger, garlic cloves, lemon juice, tomato paste, ground cumin, ground coriander, yoghurt, paprika]"
264,251,"Lentil, Chard & Sweet Potato Curry",[Main Dishes],[Indian],"[onions, garlic cloves, jalapeno chilies, fresh ginger, curry powder, garam masala, tumeric, low sodium vegetable broth, sweet potatoes, yellow lentils, vegan yogurt, lime, swiss chard, black salt, ground black pepper]"
265,252,Falafel,[],[Indian],"[chickpeas, onions, fresh parsley, garlic, flour, salt, cumin, ground coriander, black pepper, cayenne pepper, ground cardamom, vegetable oil]"
267,253,Grilled Chicken Tikka,[Main Dishes],[Indian],"[chicken thigh fillets, garlic paste, garam masala, ground cumin, ground turmeric, plain yogurt, chili powder, cilantro leaves, oil, lemon slices]"
268,254,Pineapple Raita,,[Indian],"[plain whole-milk yogurt, pineapple, cardamom, chili powder, salt, black pepper]"
269,255,Ragda Patties ( Potato Patties with Spicy White Peas Gravy),[],[Indian],"[potatoes, garlic paste, green chilies, ground turmeric, coriander powder, ground cumin, chat masala, garam masala, bread crumbs, salt, peas, onions, tomatoes, cumin seed, chili powder, tamarind pulp, cilantro leaves]"
270,256,Pomegranate Mint Raita,,[Indian],"[Chobani Yogurt, salt, ground cumin, mint, pomegranate seeds, mint leaves]"
271,257,Indian-Spiced Roasted Squash Soup,[Soups],[Indian],"[yellow onion, carrots, garlic cloves, butternut squash, acorn squash, olive oil, black pepper, water, Madras curry powder, garam masala, ground red pepper, lower sodium chicken broth, kosher salt, greek yogurt, honey]"
272,258,Chai (Indian Tea),[Beverages],[Indian],"[water, ground cardamom, sugar, ginger root, loose black tea, milk]"
273,259,Indian Saffron Rice,[Side Dishes],[Indian],"[saffron, boiling water, butter, long grain white rice, salt]"
274,260,Easy Chicken Biryani,[Main Dishes],[Indian],"[sunflower oil, onions, chicken breasts, lemon juice, garam masala, chili powder, salt, basmati rice, garlic cloves, fresh ginger, chicken stock, fresh coriander]"
275,261,Indian Cabbage and Potato Fry,,[Indian],"[vegetable oil, cabbage, onions, medium potatoes, mustard seeds, cumin seed, coriander powder, ground turmeric, dry coconut, salt, coriander]"
276,262,Indian Chicken Tikka Masala,[Main Dishes],[Indian],"[boneless skinless chicken, lemon juice, plain yogurt, ground red pepper, ground cumin, cinnamon, black pepper, minced ginger, salt, bamboo shoots, garlic cloves, unsalted butter, jalapeno chilies, ground coriander, garam masala, paprika, tomato sauce, whipping cream, chopped cilantro fresh]"
277,263,Mutton Masala Recipe Hyderabadi,[Main Dishes],[Indian],"[mutton, oil, onions, garlic paste, salt, chili powder, ground turmeric, coriander seeds, cumin seed, tomatoes, yoghurt, cilantro leaves, masala, garam masala]"
278,264,Red Lentil and Spinach Masala,[Main Dishes],[Indian],"[olive oil, purple onion, garlic cloves, fresh ginger, serrano peppers, ground cumin, garam masala, coriander, diced tomatoes, sea salt, coconut milk, red lentils, baby spinach]"
279,265,Indian Potatoes with Mustard Seeds (Sookhi Bhaji),[Side Dishes],[Indian],"[onions, chillies, cumin seed, brown mustard seeds, ground coriander, tumeric, medium potatoes, ground cumin, cayenne pepper, chopped cilantro fresh, salt]"
280,266,Slow Cooker Tikka Masala,[Main Dishes],[Indian],"[boneless skinless chicken breasts, onions, garlic, fresh ginger, tomato purée, plain greek yogurt, olive oil, garam masala, cumin, paprika, salt, cinnamon, black pepper, cayenne pepper, bay leaves, half & half, corn starch, rice, chopped cilantro]"
281,267,Zucchini and Tomato Curry,[Main Dishes],[Indian],"[canola oil, brown mustard seeds, cumin seed, onions, zucchini, serrano chile, ground coriander, diced tomatoes in juice, salt]"
282,268,Raw banana fry recipe | Vazhakkai fry,,[Indian],"[bananas, chili powder, ground turmeric, asafoetida, salt, oil, mustard seeds, urad dal, curry leaves]"
283,269,Shami Kabab,[],[Asian],"[minced meat, gram flour, oil, onions, garlic paste, ground turmeric, cilantro leaves, mint, garam masala, green chilies, red chili powder, salt, jeera]"
285,270,Anda Bhurji (Spicy Indian Scrambled Eggs),[Breakfast and Brunch],"[Asian, Indian]","[vegetable oil, onions, tomatoes, chile pepper, garlic paste, chile powder, tumeric, eggs, salt, butter, coriander]"
286,271,Curried Cumin Potatoes,[Side Dishes],[Indian],"[new potatoes, olive oil, cumin seed, ground turmeric, curry powder, sea salt, ground black pepper, chopped cilantro fresh]"
287,272,Saffron Rice,[Side Dishes],[Indian],"[butter, diced onions, long grain white rice, water, parsley flakes, saffron threads, yellow food coloring]"
288,273,Indian-Style Potatoes (Khatta Aloo),,[Indian],"[ground cumin, vegetable oil, cumin seed, caraway seeds, purple onion, ground coriander, hot pepper, garlic, tumeric, fresh ginger, new potatoes, cayenne pepper, chopped fresh mint, fresh coriander, salt, lime juice, black pepper]"
289,274,Quinoa Cauliflower Biryani. Vegan Glutenfree,[Main Dishes],[Indian],"[quinoa, green cardamom, brown cardamom, clove, cinnamon sticks, bay leaf, water, salt, oil, purple onion, green chilies, ginger, chopped garlic, cumin seed, cinnamon, garam masala, ground turmeric, red chili powder, cauliflower, cream, apple cider vinegar, fresh peas, raw cashews, raisins, dried cranberries, cilantro leaves, mint leaves, saffron]"
290,275,Indian Classics - Tandoori Chicken (Tandoori Spiced Chicken Drumsticks),[Main Dishes],[Indian],"[chicken drumsticks, oil, plain yogurt, tandoori spices, chili powder, garlic, ginger, garam masala, lemon, salt, lemon slices, chutney, raita]"
291,276,Indian Fish Coconut Curry,[Main Dishes],[Indian],"[fish fillets, vegetable oil, onions, fresh ginger, garlic, tomatoes, garam masala, chili powder, salt, ground black pepper, coconut milk, water, chili pepper]"
292,277,Red Cabbage Zucchini Chana Dal,[],[Indian],"[red cabbage, zucchini, bengal gram, oil, onions, garlic, dried red chile peppers, red chili powder, garam masala, tomatoes, mustard seeds, cumin seed, ground turmeric, coriander powder, masala, asafetida, amchur, salt, cilantro leaves]"
293,278,Indian Saffron Chicken,[Main Dishes],[Indian],"[chicken pieces, saffron, onions, ghee, chili pepper, gingerroot, ground cardamom, garlic, salt]"
294,279,Aromatic Beef Curry,[Main Dishes],[Indian],"[ghee, braising steak, onions, garlic cloves, ground cumin, ground coriander, ground turmeric, ground black pepper, chili powder, ground ginger, clove, cardamom pods, ground cinnamon, chopped tomatoes, yoghurt, vinegar, salt, sugar]"
295,280,Dal Makhani,[],[Indian],"[urad dal, red kidney beans, cumin seed, garlic cloves, gingerroot, garam masala, cream, red chili powder, butter, tomatoes, onions, oil, salt]"
296,281,Onion Chutney,[Condiments and Sauces],[Indian],"[oil, cumin seed, mustard seeds, dried chile, onions, chili powder, salt, lemon juice, sugar]"
297,282,Mint Raita,,[Indian],"[yoghurt, milk, mint sauce, garam masala]"
298,283,Naan Bread,[Breads],"[Asian, Indian]","[active dry yeast, warm water, white sugar, milk, eggs, salt, bread flour, minced garlic, butter]"
299,284,Coconut Rice,[Side Dishes],"[Indian, Asian]","[long-grain rice, diced onions, coconut milk, water, fresh ginger root, curry powder, salt]"
300,285,Vermicelli Raita,,[Indian],"[roasted vermicelli, onions, cucumber, tomatoes, green chilies, coriander, pomegranate, ground cumin, paprika, black salt, salt, chaat masala, curds, lemon juice, oil, mustard seeds, curry leaves]"
301,286,Vegetable Tikka Masala,[Main Dishes],[Indian],"[paneer, bell pepper, onions, baby corn, roasted bell peppers, peeled tomatoes, greek yogurt, minced garlic, minced ginger, mustard oil, kasuri methi, masala, garam masala, tumeric, red chili powder, black salt, cilantro, cooking oil, salt]"
303,287,Indian Roasted Red Lentil Soup,[Soups],[Indian],"[ground ginger, black pepper, curry powder, ground cumin, cumin seed, sesame seeds, vegetable oil, black mustard seeds, finely chopped onion, chopped celery, minced garlic, red lentils, water, diced tomatoes, carrots, vegetable broth, salt]"
304,288,Squash & Red Lentil Curry,[Main Dishes],[Indian],"[canola oil, diced onions, garlic, fresh ginger, curry powder, butternut squash, red lentils, fresh tomatoes, salt, water, lite coconut milk, lime wedges, chopped cilantro fresh]"
305,289,Dhal Makhani,[],[Indian],"[dhal, rajma, vegetable oil, cumin seed, onions, ginger, garlic cloves, fresh tomatoes, green chilies, ground turmeric, chili powder, coriander seeds, garam masala, fenugreek, salt, butter, cilantro leaves]"
306,290,Bengali Bhetki Fish Curry,[Main Dishes],[Indian],"[barramundi, onions, tomatoes, cumin seed, mustard seeds, red chili peppers, cinnamon, cardamom, clove, curry leaves, mustard oil, garam masala, salt, tumeric, ground cumin, coriander powder, sugar, potatoes, cauliflower, yellow onion, large tomato, bay leaf, cardamom pods, garlic paste, red chili powder, water]"
307,291,Chicken Vindaloo,[Main Dishes],[Indian],"[chicken thighs, diced onions, red chili peppers, garlic, ginger, white wine vinegar, mixed spice, clove, cardamom, cinnamon, peppercorns, cumin, ground turmeric, mustard seeds, diced potatoes, olive oil, salt]"
308,292,Pomegranate Raita,,[Indian],"[greek yogurt, cumin, jaggery, pomegranate seeds, cucumber, salt]"
309,293,Puli inji / Inji Puli / Inji Curry,,[Indian],"[ginger, mustard seeds, curry leaves, ground turmeric, asafoetida, tamarind, warm water, green chilies, jaggery, coconut oil, salt]"
310,294,Indian Spiced Rice,[Side Dishes],[Indian],"[long-grain rice, sliced green onions, garlic cloves, butter, garam masala, salt, ground red pepper, water]"
311,295,Vegan Bombay Potatoes and Peas,[Main Dishes],[Indian],"[oil, cumin seed, mustard seeds, purple onion, large tomato, garlic, ginger, tumeric, cayenne, ground coriander, ground cumin, garam masala, medium potatoes, salt, water, peas, chopped cilantro]"
312,296,Chickpea Tikka Masala,[Main Dishes],[Indian],"[extra-virgin olive oil, onions, garlic cloves, garam masala, fresh ginger, jalapeno chilies, chickpeas, diced tomatoes, full fat coconut milk, cilantro leaves, cooked rice, fresh cilantro]"
313,297,Indian Tandoori Style Chicken,[Main Dishes],[Indian],"[plain yogurt, fresh lime juice, salt, jalapeno chilies, ground coriander, ground turmeric, ground ginger, ground cumin, cayenne pepper, garlic powder, ground cloves, ground cinnamon, vegetable oil, chicken legs]"
314,298,Indian Samosas,[],[Indian],"[salt, all-purpose flour, cold water, melted butter, vegetable oil, potatoes, onions, mustard seeds, fennel seeds, fresh ginger, ground coriander, ground cumin, green peas, tumeric, water, ground cayenne pepper, garam masala]"
315,299,Home » Non-Vegetarian » Keema Matar (Minced Lamb & Green Peas),[Main Dishes],[Indian],"[oil, bay leaf, cinnamon sticks, brown cardamom, green cardamom, whole cloves, onions, ginger, garlic, green chilies, ground turmeric, red chili powder, salt, coriander powder, ground cumin, tomatoes, minced meat, frozen peas, garam masala, water, cilantro]"
316,300,Vegan Bombay Potatoes,[Side Dishes],[Indian],"[new potatoes, ginger root, garlic cloves, tomatoes, olive oil, cumin seed, mustard seeds, green chilies, purple onion, tumeric, ground coriander, garam masala, ground cumin, chili powder, green onions, cilantro leaves]"
317,301,Golden Red Lentil Dal with Cilantro-Speckled Basmati,[Main Dishes],[Indian],"[virgin coconut oil, diced onions, garlic cloves, ginger, carrots, curry powder, ground cumin, ground turmeric, red lentils, light coconut milk, low sodium vegetable broth, fine sea salt, baby spinach, basmati rice, fresh cilantro, black pepper, fresh lime juice, green onions, cilantro leaves, seeds, lime juice]"
318,302,Thai Green Prawn Curry,[Main Dishes],"[Indian, Asian]","[oil, onions, garlic cloves, fresh ginger, green chilies, ground turmeric, coconut milk, green cardamom pods, clove, curry leaves, cinnamon sticks, fresh coriander, tiger prawn]"
319,303,Indian Aloo Gobi,[],[Indian],"[salt, vegetable oil, garam masala, cauliflower, fresh coriander, green chilies, diced tomatoes, large potatoes, garlic, fresh ginger, cumin seed, tumeric, onions]"
320,304,Madhur's Chicken Tikka Masala,[Main Dishes],[Indian],"[boneless chicken skinless thigh, salt, lemon juice, ginger root, garlic cloves, ground cumin, paprika, chili powder, whipping cream, garam masala, olive oil, onions, ground coriander, tumeric, yoghurt, medium tomatoes, chicken stock, cilantro leaves]"
321,305,Halibut with Indian spices,[Main Dishes],[Indian],"[cumin seed, coriander seeds, fennel seeds, clove, tumeric, chili powder, halibut fillets, mustard oil]"
322,306,Chicken Xacuti,[Main Dishes],[Indian],"[diced chicken, coconut oil, yellow onion, chicken broth, tamarind, salt, chopped cilantro, coconut, red chili peppers, cumin seed, coriander seeds, black peppercorns, fennel seeds, seeds, poppy seeds, clove, cinnamon sticks, anise, ground turmeric, mace, ground nutmeg, garlic, fresh ginger]"
323,307,Pineapple Lassi,[Beverages],[Indian],"[vanilla lowfat yogurt, crushed pineapples in juice, light coconut milk, fresh ginger, ice cubes]"
324,308,Mattar Paneer ~ Indian Pressed Cheese with Peas,[Main Dishes],[Indian],"[paneer, fresh peas, oil, onions, tomatoes, masala, salt, sugar, light cream, ground almonds, water, cilantro, garam masala]"
325,309,Restaurant Style Matar Paneer,[Main Dishes],[Indian],"[paneer, curds, green peas, tomatoes, onions, ginger, garlic, cumin seed, ground cumin, coriander powder, garam masala, kasuri methi, fenugreek leaves, red chili powder, ground turmeric, sugar, butter, vegetable oil, salt]"
327,310,Roasted Garam Masala,,"[Asian, Indian]","[coriander seeds, cumin seed, peppercorns, ginger, green cardamom pods, star anise, clove, cinnamon sticks, bay leaves, nutmeg, chiles]"
328,311,The Best Chicken Biryani,[Main Dishes],[Indian],"[canola oil, meat, ginger paste, diced tomatoes, yoghurt, onions, garlic paste, black cardamom pods, black peppercorns, ground cumin, chili powder, clove, green cardamom pods, curry powder, cinnamon sticks, coriander powder, garam masala, dried plum, green chilies, salt, bay leaves, basmati rice, water, fresh cilantro, saffron]"
330,312,Meera Sodha’s Chicken Curry,[Main Dishes],[Indian],"[unsalted butter, neutral oil, cumin seed, cinnamon sticks, yellow onion, ginger, garlic, cayenne pepper, kosher salt, tomatoes, tomato paste, ground cumin, ground turmeric, whole milk yoghurt, meal, boneless chicken skinless thigh, slivered almonds, garam masala, ground cayenne pepper]"
331,313,Rice Cooker Khichdi,,[Indian],"[rice, channa dal, ghee, salt, tumeric, ground cumin, coriander powder, garam masala, peas, water, red chili powder]"
332,314,Healthy Tandoori Chicken Kebab,[Main Dishes],[Indian],"[chicken breasts, meat tenderizer, cracked black pepper, ginger, low-fat yogurt, tandoori spices, coriander powder, methi, red chili powder, ground turmeric, saffron]"
333,315,Aloo Matar Dry Recipe-How to make dry aloo matar,[],[Indian],"[potatoes, green peas, oil, onions, mustard seeds, cumin seed, peanuts, red chili peppers, curry leaf, garlic cloves, ground turmeric, red chili powder, salt]"
334,316,Gajar Halva (Indian Carrot Pudding Dessert),[Desserts],[Indian],"[half & half, carrots, butter, brown sugar, golden raisins, salt, ground cardamom, unsalted pistachios]"
335,317,Indian Quick Chicken Curry,[Main Dishes],[Indian],"[salt, cayenne pepper, flour, golden raisins, canola oil, boneless skinless chicken breasts, curry powder, onions, chicken broth, nonfat yogurt, tomato paste, chopped cilantro fresh, garlic cloves]"
336,318,Masala Chai (Hot Indian Tea spiced with Cardamom and Ginger),[Beverages],[Indian],"[water, ginger, cardamom seeds, tea leaves, milk, sugar]"
337,319,Indian Spicy Chai Tea,[Beverages],[Indian],"[clove, peppercorns, fennel seeds, cardamom seeds, cinnamon sticks, star anise, licorice root, gingerroot, brown sugar, milk, mineral water, teas]"
338,320,HYDERABADI CHICKEN BIRYANI - A CLASSIC INDIAN,[Main Dishes],"[Indian, Asian]","[chicken, meat, yoghurt, rice, oil, garlic paste, coriander powder, cumin seed, garam masala, salt, tumeric, green chilies, mint leaves, cilantro, onions, cayenne, cinnamon, clove, cardamom, rose water, lemon juice, ghee]"
339,321,Indian Channa Masala,[Main Dishes],[Indian],"[ground coriander, vegetable oil, onions, garlic, ground cayenne pepper, ground cumin, chopped tomatoes, ground turmeric, chickpeas, water, amchur, cumin seed, garam masala, paprika, lemon juice, salt, fresh ginger, green chilies]"
341,322,Indian Crock Pot Chicken Vindaloo,[Main Dishes],[Indian],"[garlic cloves, vinegar, curry powder, fresh ginger, ground cardamom, ground cumin, hot pepper, ground cloves, olive oil, mustard seeds, cinnamon sticks, tomato sauce, boneless skinless chicken breast halves, onions, fresh parsley]"
344,323,Mango Lassi Popsicles,[Desserts],"[Asian, Indian]","[greek yogurt, mango, sugar, ground cardamom, crystallized ginger, pistachios]"
345,324,Healthy Slow Cooked Tikka Masala,[Main Dishes],[Indian],"[fresh ginger, garlic, crushed tomatoes, unsweetened coconut milk, cumin, garam masala, tumeric, coriander, cardamom, chili powder, boneless skinless chicken breasts, plain greek yogurt, corn starch, salt, cilantro leaves]"
346,325,Indian Egg Curry,[Main Dishes],[Indian],"[oil, hard-boiled egg, garlic, onions, coriander powder, fresh ginger, chili powder, tumeric, salt, ground cumin, chopped tomatoes, tomato paste, garam masala, water]"
347,326,Zucchini and Onion Bhajis (Indian Spiced Zucchini and Onion Fritters or Pakoras),,[Indian],"[zucchini, coarse sea salt, onions, flour, baking soda, cumin seed, ground cumin, ground coriander, chili powder, salt, water, oil, fresh cilantro, fresh mint, lemon]"
348,327,Healthy Slow Cooker Indian Butter Chicken,[Main Dishes],[Indian],"[yellow onion, garlic cloves, garam masala, ginger, chili powder, ground cumin, cayenne pepper, tomato sauce, chicken breasts, nonfat greek yogurt, pepper, salt, cilantro, lime, rice, naan]"
349,328,Indian Mutton Biryani Recipe-Recipe for mutton biryani,[Main Dishes],[Indian],"[mutton, basmati rice, oil, onions, green chilies, garlic paste, tomatoes, bay leaf, clove, cinnamon sticks, cardamom, shahi jeera, red chili powder, coriander powder, yoghurt, salt, lemon juice, cilantro leaves, mint leaves]"
350,329,BOMBAY ALOO,[],[Indian],"[potatoes, purple onion, garlic, vegetable oil, mustard seeds, cumin seed, curry leaves, ground turmeric, salt, paprika, ghee, fresh coriander, lemon, yoghurt]"
351,330,Chicken Dhansak,[Main Dishes],[Indian],"[boneless chicken, yellow lentils, onions, ginger, garlic cloves, green chilies, cherry tomatoes, green pepper, olive oil, ghee, tumeric, lemon juice, white sugar, curry paste, chili powder, green cardamom, bay leaves, fresh coriander]"
352,331,Quick and Easy Chicken Biryani,[Main Dishes],[Indian],"[ghee, boneless skinless chicken breasts, yellow onion, jalapeno chilies, ginger paste, garam masala, cumin, tumeric, salt, minced garlic, tomatoes, golden raisins, basmati rice, low sodium chicken broth, cilantro leaves, unsalted almonds, lime]"
353,332,Gordon Ramsay’s Tikka Masala,[Main Dishes],[Indian],"[onions, peanut oil, fresh ginger, green chile, chili powder, garlic cloves, garam masala, tumeric, tomato purée, brown sugar, boneless chicken breast, chopped tomatoes, natural yogurt, curry leaves, fresh coriander]"
354,333,Indian Peas with Paneer Cheese (Mattar Paneer),[],[Indian],"[vegetable oil, cheese cubes, fresh ginger, finely chopped onion, ground coriander, minced garlic, salt, ground cumin, ground cayenne pepper, ground turmeric, water, diced tomatoes, chopped cilantro, frozen peas]"
